"Time","om:9874"
2025-06-09 14:02:00,1.67 ms
2025-06-09 14:03:00,1.67 ms
2025-06-09 14:04:00,1.68 ms
2025-06-09 14:05:00,1.68 ms
2025-06-09 14:06:00,1.69 ms
2025-06-09 14:07:00,1.69 ms
2025-06-09 14:08:00,1.70 ms
2025-06-09 14:09:00,1.70 ms
2025-06-09 14:10:00,1.71 ms
2025-06-09 14:11:00,1.71 ms
2025-06-09 14:12:00,1.72 ms
2025-06-09 14:13:00,1.72 ms
2025-06-09 14:14:00,1.72 ms
2025-06-09 14:15:00,1.72 ms
2025-06-09 14:16:00,1.72 ms
2025-06-09 14:17:00,1.72 ms
2025-06-09 14:18:00,1.72 ms
2025-06-09 14:19:00,1.72 ms
2025-06-09 14:20:00,1.72 ms
2025-06-09 14:21:00,1.72 ms
2025-06-09 14:22:00,1.72 ms
2025-06-09 14:23:00,1.72 ms
2025-06-09 14:24:00,1.72 ms
2025-06-09 14:25:00,1.72 ms
2025-06-09 14:26:00,1.72 ms
2025-06-09 14:27:00,1.73 ms
2025-06-09 14:28:00,1.73 ms
2025-06-09 14:29:00,1.73 ms
2025-06-09 14:30:00,1.73 ms
2025-06-09 14:31:00,1.73 ms
2025-06-09 14:32:00,1.73 ms
2025-06-09 14:33:00,1.73 ms
2025-06-09 14:34:00,1.74 ms
2025-06-09 14:35:00,1.74 ms
2025-06-09 14:36:00,1.74 ms
2025-06-09 14:37:00,1.74 ms
2025-06-09 14:38:00,1.74 ms
2025-06-09 14:39:00,1.75 ms
2025-06-09 14:40:00,1.75 ms
2025-06-09 14:41:00,1.75 ms
2025-06-09 14:42:00,1.76 ms
2025-06-09 14:43:00,1.76 ms
2025-06-09 14:44:00,1.76 ms
2025-06-09 14:45:00,1.77 ms
2025-06-09 14:46:00,1.77 ms
2025-06-09 14:47:00,1.77 ms
2025-06-09 14:48:00,1.77 ms
2025-06-09 14:49:00,1.78 ms
2025-06-09 14:50:00,1.78 ms
2025-06-09 14:51:00,1.79 ms
2025-06-09 14:52:00,1.79 ms
2025-06-09 14:53:00,1.79 ms
2025-06-09 14:54:00,1.80 ms
2025-06-09 14:55:00,1.80 ms
2025-06-09 14:56:00,1.80 ms
2025-06-09 14:57:00,1.81 ms
2025-06-09 14:58:00,1.81 ms
2025-06-09 14:59:00,1.82 ms
2025-06-09 15:00:00,1.82 ms
2025-06-09 15:01:00,1.82 ms
2025-06-09 15:02:00,1.82 ms
2025-06-09 15:03:00,1.82 ms
2025-06-09 15:04:00,1.82 ms
2025-06-09 15:05:00,1.82 ms
2025-06-09 15:06:00,1.82 ms
2025-06-09 15:07:00,1.82 ms
2025-06-09 15:08:00,1.82 ms
2025-06-09 15:09:00,1.82 ms
2025-06-09 15:10:00,1.82 ms
2025-06-09 15:11:00,1.83 ms
2025-06-09 15:12:00,1.83 ms
2025-06-09 15:13:00,1.83 ms
2025-06-09 15:14:00,1.83 ms
2025-06-09 15:15:00,1.83 ms
2025-06-09 15:16:00,1.83 ms
2025-06-09 15:17:00,1.83 ms
2025-06-09 15:18:00,1.83 ms
2025-06-09 15:19:00,1.83 ms
2025-06-09 15:20:00,1.84 ms
2025-06-09 15:21:00,1.84 ms
2025-06-09 15:22:00,1.84 ms
2025-06-09 15:23:00,1.84 ms
2025-06-09 15:24:00,1.85 ms
2025-06-09 15:25:00,1.85 ms
2025-06-09 15:26:00,1.85 ms
2025-06-09 15:27:00,1.85 ms
2025-06-09 15:28:00,1.85 ms
2025-06-09 15:29:00,1.85 ms
2025-06-09 15:30:00,1.86 ms
2025-06-09 15:31:00,1.86 ms
2025-06-09 15:32:00,1.86 ms
2025-06-09 15:33:00,1.86 ms
2025-06-09 15:34:00,1.87 ms
2025-06-09 15:35:00,1.87 ms
2025-06-09 15:36:00,1.87 ms
2025-06-09 15:37:00,1.87 ms
2025-06-09 15:38:00,1.87 ms
2025-06-09 15:39:00,1.87 ms
2025-06-09 15:40:00,1.88 ms
2025-06-09 15:41:00,1.88 ms
2025-06-09 15:42:00,1.88 ms
2025-06-09 15:43:00,1.88 ms
2025-06-09 15:44:00,1.88 ms
2025-06-09 15:45:00,1.88 ms
2025-06-09 15:46:00,1.89 ms
2025-06-09 15:47:00,1.89 ms
2025-06-09 15:48:00,1.89 ms
2025-06-09 15:49:00,1.89 ms
2025-06-09 15:50:00,1.89 ms
2025-06-09 15:51:00,1.89 ms
2025-06-09 15:52:00,1.89 ms
2025-06-09 15:53:00,1.89 ms
2025-06-09 15:54:00,1.89 ms
2025-06-09 15:55:00,1.89 ms
2025-06-09 15:56:00,1.89 ms
2025-06-09 15:57:00,1.89 ms
2025-06-09 15:58:00,1.89 ms
2025-06-09 15:59:00,1.89 ms
2025-06-09 16:00:00,1.89 ms
2025-06-09 16:01:00,1.89 ms
2025-06-09 16:02:00,1.89 ms
2025-06-09 16:03:00,1.89 ms
2025-06-09 16:04:00,1.89 ms
2025-06-09 16:05:00,1.89 ms
2025-06-09 16:06:00,1.89 ms
2025-06-09 16:07:00,1.89 ms
2025-06-09 16:08:00,1.89 ms
2025-06-09 16:09:00,1.89 ms
2025-06-09 16:10:00,1.89 ms
2025-06-09 16:11:00,1.89 ms
2025-06-09 16:12:00,1.89 ms
2025-06-09 16:13:00,1.89 ms
2025-06-09 16:14:00,1.89 ms
2025-06-09 16:15:00,1.89 ms
2025-06-09 16:16:00,1.89 ms
2025-06-09 16:17:00,1.89 ms
2025-06-09 16:18:00,1.89 ms
2025-06-09 16:19:00,1.89 ms
2025-06-09 16:20:00,1.89 ms
2025-06-09 16:21:00,1.89 ms
2025-06-09 16:22:00,1.89 ms
2025-06-09 16:23:00,1.89 ms
2025-06-09 16:24:00,1.90 ms
2025-06-09 16:25:00,1.90 ms
2025-06-09 16:26:00,1.90 ms
2025-06-09 16:27:00,1.90 ms
2025-06-09 16:28:00,1.90 ms
2025-06-09 16:29:00,1.90 ms
2025-06-09 16:30:00,1.90 ms
2025-06-09 16:31:00,1.90 ms
2025-06-09 16:32:00,1.90 ms
2025-06-09 16:33:00,1.90 ms
2025-06-09 16:34:00,1.90 ms
2025-06-09 16:35:00,1.90 ms
2025-06-09 16:36:00,1.90 ms
2025-06-09 16:37:00,1.90 ms
2025-06-09 16:38:00,1.90 ms
2025-06-09 16:39:00,1.90 ms
2025-06-09 16:40:00,1.90 ms
2025-06-09 16:41:00,1.90 ms
2025-06-09 16:42:00,1.90 ms
2025-06-09 16:43:00,1.90 ms
2025-06-09 16:44:00,1.90 ms
2025-06-09 16:45:00,1.90 ms
2025-06-09 16:46:00,1.90 ms
2025-06-09 16:47:00,1.90 ms
2025-06-09 16:48:00,1.90 ms
2025-06-09 16:49:00,1.90 ms
2025-06-09 16:50:00,1.90 ms
2025-06-09 16:51:00,1.90 ms
2025-06-09 16:52:00,1.90 ms
2025-06-09 16:53:00,1.90 ms
2025-06-09 16:54:00,1.90 ms
2025-06-09 16:55:00,1.90 ms
2025-06-09 16:56:00,1.90 ms
2025-06-09 16:57:00,1.90 ms
2025-06-09 16:58:00,1.90 ms
2025-06-09 16:59:00,1.90 ms
2025-06-09 17:00:00,1.90 ms
2025-06-09 17:01:00,1.90 ms
2025-06-09 17:02:00,1.90 ms
2025-06-09 17:03:00,1.90 ms
2025-06-09 17:04:00,1.90 ms
2025-06-09 17:05:00,1.90 ms
2025-06-09 17:06:00,1.90 ms
2025-06-09 17:07:00,1.90 ms
2025-06-09 17:08:00,1.90 ms
2025-06-09 17:09:00,1.90 ms
2025-06-09 17:10:00,1.90 ms
2025-06-09 17:11:00,1.90 ms
2025-06-09 17:12:00,1.90 ms
2025-06-09 17:13:00,1.91 ms
2025-06-09 17:14:00,1.91 ms
2025-06-09 17:15:00,1.91 ms
2025-06-09 17:16:00,1.91 ms
2025-06-09 17:17:00,1.91 ms
2025-06-09 17:18:00,1.91 ms
2025-06-09 17:19:00,1.91 ms
2025-06-09 17:20:00,1.91 ms
2025-06-09 17:21:00,1.91 ms
2025-06-09 17:22:00,1.91 ms
2025-06-09 17:23:00,1.91 ms
2025-06-09 17:24:00,1.91 ms
2025-06-09 17:25:00,1.91 ms
2025-06-09 17:26:00,1.91 ms
2025-06-09 17:27:00,1.91 ms
2025-06-09 17:28:00,1.91 ms
2025-06-09 17:29:00,1.91 ms
2025-06-09 17:30:00,1.91 ms
2025-06-09 17:31:00,1.91 ms
2025-06-09 17:32:00,1.91 ms
2025-06-09 17:33:00,1.91 ms
2025-06-09 17:34:00,1.91 ms
2025-06-09 17:35:00,1.91 ms
2025-06-09 17:36:00,1.91 ms
2025-06-09 17:37:00,1.91 ms
2025-06-09 17:38:00,1.91 ms
2025-06-09 17:39:00,1.91 ms
2025-06-09 17:40:00,1.91 ms
2025-06-09 17:41:00,1.91 ms
2025-06-09 17:42:00,1.91 ms
2025-06-09 17:43:00,1.91 ms
2025-06-09 17:44:00,1.91 ms
2025-06-09 17:45:00,1.91 ms
2025-06-09 17:46:00,1.91 ms
2025-06-09 17:47:00,1.91 ms
2025-06-09 17:48:00,1.91 ms
2025-06-09 17:49:00,1.91 ms
2025-06-09 17:50:00,1.91 ms
2025-06-09 17:51:00,1.91 ms
2025-06-09 17:52:00,1.91 ms
2025-06-09 17:53:00,1.91 ms
2025-06-09 17:54:00,1.91 ms
2025-06-09 17:55:00,1.91 ms
2025-06-09 17:56:00,1.91 ms
2025-06-09 17:57:00,1.92 ms
2025-06-09 17:58:00,1.92 ms
2025-06-09 17:59:00,1.92 ms
2025-06-09 18:00:00,1.92 ms
2025-06-09 18:01:00,1.92 ms
2025-06-09 18:02:00,1.92 ms
2025-06-09 18:03:00,1.92 ms
2025-06-09 18:04:00,1.92 ms
2025-06-09 18:05:00,1.92 ms
2025-06-09 18:06:00,1.92 ms
2025-06-09 18:07:00,1.92 ms
2025-06-09 18:08:00,1.92 ms
2025-06-09 18:09:00,1.92 ms
2025-06-09 18:10:00,1.92 ms
2025-06-09 18:11:00,1.92 ms
2025-06-09 18:12:00,1.93 ms
2025-06-09 18:13:00,1.93 ms
2025-06-09 18:14:00,1.93 ms
2025-06-09 18:15:00,1.93 ms
2025-06-09 18:16:00,1.93 ms
2025-06-09 18:17:00,1.93 ms
2025-06-09 18:18:00,1.93 ms
2025-06-09 18:19:00,1.93 ms
2025-06-09 18:20:00,1.93 ms
2025-06-09 18:21:00,1.93 ms
2025-06-09 18:22:00,1.93 ms
2025-06-09 18:23:00,1.93 ms
2025-06-09 18:24:00,1.93 ms
2025-06-09 18:25:00,1.93 ms
2025-06-09 18:26:00,1.93 ms
2025-06-09 18:27:00,1.93 ms
2025-06-09 18:28:00,1.93 ms
2025-06-09 18:29:00,1.92 ms
2025-06-09 18:30:00,1.93 ms
2025-06-09 18:31:00,1.93 ms
2025-06-09 18:32:00,1.93 ms
2025-06-09 18:33:00,1.93 ms
2025-06-09 18:34:00,1.93 ms
2025-06-09 18:35:00,1.93 ms
2025-06-09 18:36:00,1.93 ms
2025-06-09 18:37:00,1.93 ms
2025-06-09 18:38:00,1.93 ms
2025-06-09 18:39:00,1.93 ms
2025-06-09 18:40:00,1.93 ms
2025-06-09 18:41:00,1.93 ms
2025-06-09 18:42:00,1.93 ms
2025-06-09 18:43:00,1.93 ms
2025-06-09 18:44:00,1.93 ms
2025-06-09 18:45:00,1.93 ms
2025-06-09 18:46:00,1.93 ms
2025-06-09 18:47:00,1.93 ms
2025-06-09 18:48:00,1.93 ms
2025-06-09 18:49:00,1.93 ms
2025-06-09 18:50:00,1.93 ms
2025-06-09 18:51:00,1.93 ms
2025-06-09 18:52:00,1.93 ms
2025-06-09 18:53:00,1.93 ms
2025-06-09 18:54:00,1.93 ms
2025-06-09 18:55:00,1.93 ms
2025-06-09 18:56:00,1.93 ms
2025-06-09 18:57:00,1.93 ms
2025-06-09 18:58:00,1.93 ms
2025-06-09 18:59:00,1.93 ms
2025-06-09 19:00:00,1.93 ms
2025-06-09 19:01:00,1.94 ms
2025-06-09 19:02:00,1.94 ms
2025-06-09 19:03:00,1.94 ms
2025-06-09 19:04:00,1.94 ms
2025-06-09 19:05:00,1.94 ms
2025-06-09 19:06:00,1.94 ms
2025-06-09 19:07:00,1.94 ms
2025-06-09 19:08:00,1.94 ms
2025-06-09 19:09:00,1.94 ms
2025-06-09 19:10:00,1.94 ms
2025-06-09 19:11:00,1.94 ms
2025-06-09 19:12:00,1.94 ms
2025-06-09 19:13:00,1.94 ms
2025-06-09 19:14:00,1.94 ms
2025-06-09 19:15:00,1.94 ms
2025-06-09 19:16:00,1.94 ms
2025-06-09 19:17:00,1.94 ms
2025-06-09 19:18:00,1.94 ms
2025-06-09 19:19:00,1.94 ms
2025-06-09 19:20:00,1.94 ms
2025-06-09 19:21:00,1.94 ms
2025-06-09 19:22:00,1.94 ms
2025-06-09 19:23:00,1.94 ms
2025-06-09 19:24:00,1.94 ms
2025-06-09 19:25:00,1.94 ms
2025-06-09 19:26:00,1.94 ms
2025-06-09 19:27:00,1.94 ms
2025-06-09 19:28:00,1.94 ms
2025-06-09 19:29:00,1.94 ms
2025-06-09 19:30:00,1.94 ms
2025-06-09 19:31:00,1.94 ms
2025-06-09 19:32:00,1.94 ms
2025-06-09 19:33:00,1.94 ms
2025-06-09 19:34:00,1.94 ms
2025-06-09 19:35:00,1.94 ms
2025-06-09 19:36:00,1.95 ms
2025-06-09 19:37:00,1.95 ms
2025-06-09 19:38:00,1.95 ms
2025-06-09 19:39:00,1.95 ms
2025-06-09 19:40:00,1.95 ms
2025-06-09 19:41:00,1.95 ms
2025-06-09 19:42:00,1.95 ms
2025-06-09 19:43:00,1.95 ms
2025-06-09 19:44:00,1.95 ms
2025-06-09 19:45:00,1.95 ms
2025-06-09 19:46:00,1.95 ms
2025-06-09 19:47:00,1.95 ms
2025-06-09 19:48:00,1.95 ms
2025-06-09 19:49:00,1.95 ms
2025-06-09 19:50:00,1.95 ms
2025-06-09 19:51:00,1.95 ms
2025-06-09 19:52:00,1.95 ms
2025-06-09 19:53:00,1.95 ms
2025-06-09 19:54:00,1.95 ms
2025-06-09 19:55:00,1.95 ms
2025-06-09 19:56:00,1.95 ms
2025-06-09 19:57:00,1.95 ms
2025-06-09 19:58:00,1.95 ms
2025-06-09 19:59:00,1.95 ms
2025-06-09 20:00:00,1.96 ms
2025-06-09 20:01:00,1.96 ms
2025-06-09 20:02:00,1.96 ms
2025-06-09 20:03:00,1.96 ms
2025-06-09 20:04:00,1.96 ms
2025-06-09 20:05:00,1.96 ms
2025-06-09 20:06:00,1.96 ms
2025-06-09 20:07:00,1.96 ms
2025-06-09 20:08:00,1.96 ms
2025-06-09 20:09:00,1.96 ms
2025-06-09 20:10:00,1.96 ms
2025-06-09 20:11:00,1.96 ms
2025-06-09 20:12:00,1.96 ms
2025-06-09 20:13:00,1.96 ms
2025-06-09 20:14:00,1.96 ms
2025-06-09 20:15:00,1.96 ms
2025-06-09 20:16:00,1.96 ms
2025-06-09 20:17:00,1.96 ms
2025-06-09 20:18:00,1.96 ms
2025-06-09 20:19:00,1.96 ms
2025-06-09 20:20:00,1.96 ms
2025-06-09 20:21:00,1.96 ms
2025-06-09 20:22:00,1.96 ms
2025-06-09 20:23:00,1.96 ms
2025-06-09 20:24:00,1.96 ms
2025-06-09 20:25:00,1.96 ms
2025-06-09 20:26:00,1.96 ms
2025-06-09 20:27:00,1.96 ms
2025-06-09 20:28:00,1.96 ms
2025-06-09 20:29:00,1.96 ms
2025-06-09 20:30:00,1.97 ms
2025-06-09 20:31:00,1.97 ms
2025-06-09 20:32:00,1.97 ms
2025-06-09 20:33:00,1.97 ms
2025-06-09 20:34:00,1.97 ms
2025-06-09 20:35:00,1.97 ms
2025-06-09 20:36:00,1.97 ms
2025-06-09 20:37:00,1.97 ms
2025-06-09 20:38:00,1.97 ms
2025-06-09 20:39:00,1.97 ms
2025-06-09 20:40:00,1.97 ms
2025-06-09 20:41:00,1.97 ms
2025-06-09 20:42:00,1.97 ms
2025-06-09 20:43:00,1.97 ms
2025-06-09 20:44:00,1.97 ms
2025-06-09 20:45:00,1.97 ms
2025-06-09 20:46:00,1.97 ms
2025-06-09 20:47:00,1.97 ms
2025-06-09 20:48:00,1.97 ms
2025-06-09 20:49:00,1.97 ms
2025-06-09 20:50:00,1.98 ms
2025-06-09 20:51:00,1.98 ms
2025-06-09 20:52:00,1.98 ms
2025-06-09 20:53:00,1.98 ms
2025-06-09 20:54:00,1.98 ms
2025-06-09 20:55:00,1.98 ms
2025-06-09 20:56:00,1.98 ms
2025-06-09 20:57:00,1.98 ms
2025-06-09 20:58:00,1.98 ms
2025-06-09 20:59:00,1.98 ms
2025-06-09 21:00:00,1.98 ms
2025-06-09 21:01:00,1.98 ms
2025-06-09 21:02:00,1.98 ms
2025-06-09 21:03:00,1.98 ms
2025-06-09 21:04:00,1.98 ms
2025-06-09 21:05:00,1.98 ms
2025-06-09 21:06:00,1.98 ms
2025-06-09 21:07:00,1.98 ms
2025-06-09 21:08:00,1.98 ms
2025-06-09 21:09:00,1.98 ms
2025-06-09 21:10:00,1.98 ms
2025-06-09 21:11:00,1.98 ms
2025-06-09 21:12:00,1.98 ms
2025-06-09 21:13:00,1.98 ms
2025-06-09 21:14:00,1.98 ms
2025-06-09 21:15:00,1.98 ms
2025-06-09 21:16:00,1.98 ms
2025-06-09 21:17:00,1.98 ms
2025-06-09 21:18:00,1.98 ms
2025-06-09 21:19:00,1.98 ms
2025-06-09 21:20:00,1.98 ms
2025-06-09 21:21:00,1.98 ms
2025-06-09 21:22:00,1.98 ms
2025-06-09 21:23:00,1.98 ms
2025-06-09 21:24:00,1.98 ms
2025-06-09 21:25:00,1.98 ms
2025-06-09 21:26:00,1.99 ms
2025-06-09 21:27:00,1.99 ms
2025-06-09 21:28:00,1.99 ms
2025-06-09 21:29:00,1.99 ms
2025-06-09 21:30:00,1.99 ms
2025-06-09 21:31:00,1.99 ms
2025-06-09 21:32:00,1.99 ms
2025-06-09 21:33:00,1.99 ms
2025-06-09 21:34:00,1.99 ms
2025-06-09 21:35:00,1.99 ms
2025-06-09 21:36:00,1.99 ms
2025-06-09 21:37:00,1.99 ms
2025-06-09 21:38:00,1.99 ms
2025-06-09 21:39:00,1.99 ms
2025-06-09 21:40:00,1.99 ms
2025-06-09 21:41:00,1.99 ms
2025-06-09 21:42:00,1.99 ms
2025-06-09 21:43:00,1.99 ms
2025-06-09 21:44:00,1.99 ms
2025-06-09 21:45:00,2.00 ms
2025-06-09 21:46:00,2.00 ms
2025-06-09 21:47:00,2.00 ms
2025-06-09 21:48:00,2.00 ms
2025-06-09 21:49:00,2.00 ms
2025-06-09 21:50:00,2.00 ms
2025-06-09 21:51:00,2.00 ms
2025-06-09 21:52:00,2.00 ms
2025-06-09 21:53:00,2.00 ms
2025-06-09 21:54:00,2.00 ms
2025-06-09 21:55:00,2.00 ms
2025-06-09 21:56:00,2.00 ms
2025-06-09 21:57:00,2.00 ms
2025-06-09 21:58:00,2.00 ms
2025-06-09 21:59:00,2.00 ms
2025-06-09 22:00:00,2.00 ms
2025-06-09 22:01:00,2.00 ms
2025-06-09 22:02:00,2.00 ms
2025-06-09 22:03:00,2.00 ms
2025-06-09 22:04:00,2.00 ms
2025-06-09 22:05:00,2.00 ms
2025-06-09 22:06:00,2.00 ms
2025-06-09 22:07:00,2.00 ms
2025-06-09 22:08:00,2.00 ms
2025-06-09 22:09:00,2.00 ms
2025-06-09 22:10:00,2.00 ms
2025-06-09 22:11:00,2.00 ms
2025-06-09 22:12:00,2.00 ms
2025-06-09 22:13:00,2.00 ms
2025-06-09 22:14:00,2.00 ms
2025-06-09 22:15:00,2.00 ms
2025-06-09 22:16:00,2.00 ms
2025-06-09 22:17:00,2.01 ms
2025-06-09 22:18:00,2.01 ms
2025-06-09 22:19:00,2.01 ms
2025-06-09 22:20:00,2.01 ms
2025-06-09 22:21:00,2.01 ms
2025-06-09 22:22:00,2.01 ms
2025-06-09 22:23:00,2.01 ms
2025-06-09 22:24:00,2.01 ms
2025-06-09 22:25:00,2.01 ms
2025-06-09 22:26:00,2.01 ms
2025-06-09 22:27:00,2.01 ms
2025-06-09 22:28:00,2.01 ms
2025-06-09 22:29:00,2.02 ms
2025-06-09 22:30:00,2.02 ms
2025-06-09 22:31:00,2.02 ms
2025-06-09 22:32:00,2.02 ms
2025-06-09 22:33:00,2.02 ms
2025-06-09 22:34:00,2.02 ms
2025-06-09 22:35:00,2.02 ms
2025-06-09 22:36:00,2.02 ms
2025-06-09 22:37:00,2.02 ms
2025-06-09 22:38:00,2.02 ms
2025-06-09 22:39:00,2.02 ms
2025-06-09 22:40:00,2.02 ms
2025-06-09 22:41:00,2.02 ms
2025-06-09 22:42:00,2.02 ms
2025-06-09 22:43:00,2.02 ms
2025-06-09 22:44:00,2.02 ms
2025-06-09 22:45:00,2.02 ms
2025-06-09 22:46:00,2.03 ms
2025-06-09 22:47:00,2.03 ms
2025-06-09 22:48:00,2.03 ms
2025-06-09 22:49:00,2.03 ms
2025-06-09 22:50:00,2.03 ms
2025-06-09 22:51:00,2.03 ms
2025-06-09 22:52:00,2.03 ms
2025-06-09 22:53:00,2.03 ms
2025-06-09 22:54:00,2.03 ms
2025-06-09 22:55:00,2.03 ms
2025-06-09 22:56:00,2.03 ms
2025-06-09 22:57:00,2.03 ms
2025-06-09 22:58:00,2.03 ms
2025-06-09 22:59:00,2.03 ms
2025-06-09 23:00:00,2.03 ms
2025-06-09 23:01:00,2.03 ms
2025-06-09 23:02:00,2.03 ms
2025-06-09 23:03:00,2.03 ms
2025-06-09 23:04:00,2.03 ms
2025-06-09 23:05:00,2.03 ms
2025-06-09 23:06:00,2.03 ms
2025-06-09 23:07:00,2.03 ms
2025-06-09 23:08:00,2.03 ms
2025-06-09 23:09:00,2.03 ms
2025-06-09 23:10:00,2.03 ms
2025-06-09 23:11:00,2.03 ms
2025-06-09 23:12:00,2.03 ms
2025-06-09 23:13:00,2.03 ms
2025-06-09 23:14:00,2.03 ms
2025-06-09 23:15:00,2.03 ms
2025-06-09 23:16:00,2.03 ms
2025-06-09 23:17:00,2.03 ms
2025-06-09 23:18:00,2.03 ms
2025-06-09 23:19:00,2.03 ms
2025-06-09 23:20:00,2.03 ms
2025-06-09 23:21:00,2.03 ms
2025-06-09 23:22:00,2.03 ms
2025-06-09 23:23:00,2.03 ms
2025-06-09 23:24:00,2.04 ms
2025-06-09 23:25:00,2.04 ms
2025-06-09 23:26:00,2.04 ms
2025-06-09 23:27:00,2.04 ms
2025-06-09 23:28:00,2.04 ms
2025-06-09 23:29:00,2.04 ms
2025-06-09 23:30:00,2.04 ms
2025-06-09 23:31:00,2.04 ms
2025-06-09 23:32:00,2.04 ms
2025-06-09 23:33:00,2.04 ms
2025-06-09 23:34:00,2.04 ms
2025-06-09 23:35:00,2.04 ms
2025-06-09 23:36:00,2.04 ms
2025-06-09 23:37:00,2.04 ms
2025-06-09 23:38:00,2.04 ms
2025-06-09 23:39:00,2.04 ms
2025-06-09 23:40:00,2.05 ms
2025-06-09 23:41:00,2.05 ms
2025-06-09 23:42:00,2.05 ms
2025-06-09 23:43:00,2.05 ms
2025-06-09 23:44:00,2.05 ms
2025-06-09 23:45:00,2.05 ms
2025-06-09 23:46:00,2.05 ms
2025-06-09 23:47:00,2.05 ms
2025-06-09 23:48:00,2.05 ms
2025-06-09 23:49:00,2.05 ms
2025-06-09 23:50:00,2.05 ms
2025-06-09 23:51:00,2.05 ms
2025-06-09 23:52:00,2.05 ms
2025-06-09 23:53:00,2.05 ms
2025-06-09 23:54:00,2.05 ms
2025-06-09 23:55:00,2.05 ms
2025-06-09 23:56:00,2.05 ms
2025-06-09 23:57:00,2.05 ms
2025-06-09 23:58:00,2.05 ms
2025-06-09 23:59:00,2.05 ms
2025-06-10 00:00:00,2.05 ms
2025-06-10 00:01:00,2.05 ms
2025-06-10 00:02:00,2.05 ms
2025-06-10 00:03:00,2.05 ms
2025-06-10 00:04:00,2.05 ms
2025-06-10 00:05:00,2.05 ms
2025-06-10 00:06:00,2.05 ms
2025-06-10 00:07:00,2.05 ms
2025-06-10 00:08:00,2.05 ms
2025-06-10 00:09:00,2.05 ms
2025-06-10 00:10:00,2.05 ms
2025-06-10 00:11:00,2.05 ms
2025-06-10 00:12:00,2.06 ms
2025-06-10 00:13:00,2.06 ms
2025-06-10 00:14:00,2.06 ms
2025-06-10 00:15:00,2.06 ms
2025-06-10 00:16:00,2.06 ms
2025-06-10 00:17:00,2.06 ms
2025-06-10 00:18:00,2.06 ms
2025-06-10 00:19:00,2.06 ms
2025-06-10 00:20:00,2.06 ms
2025-06-10 00:21:00,2.06 ms
2025-06-10 00:22:00,2.06 ms
